알콜도수,당도,산도_ph,종류
9.8,9.7,3.08,화이트와인
9.5,1.9,3.08,화이트와인
9.5,1.8,3.07,화이트와인
10.2,0.9,3.39,화이트와인
10.2,1.1,3.39,화이트와인
9,15.4,3.03,화이트와인
9,15.4,3.03,화이트와인
12.3,5,3.13,화이트와인
9,15.4,3.03,화이트와인
11.6,4,3.37,화이트와인
9.5,12.5,3.28,화이트와인
11.5,3.2,3.15,화이트와인
9.6,1.8,3.13,화이트와인
9,17.5,3.24,화이트와인
12,1.9,3.34,화이트와인
11.4,1.6,3.33,화이트와인
12.3,1.5,3.38,화이트와인
12.6,1.7,3.32,화이트와인
9,17.5,3.24,화이트와인
12,1.9,3.34,화이트와인
11.7,1.8,3.32,화이트와인
9.2,4.3,3.12,화이트와인
10.3,4.9,3.51,화이트와인
8.6,7.6,3.25,화이트와인
10.7,6.7,3.39,화이트와인
9.8,1.6,3.12,화이트와인
9.8,1.5,3.12,화이트와인
10.7,6.7,3.39,화이트와인
12.5,1.7,3.5,화이트와인
11.9,4.2,3.41,화이트와인
10.8,1.6,3.44,화이트와인
10.5,1.9,3.42,화이트와인
10.3,5.3,3.12,화이트와인
10.3,5.2,3.12,화이트와인
10.8,1.6,3.44,화이트와인
12,8.9,3.06,화이트와인
10.2,3.4,2.95,화이트와인
10.2,1.3,3.14,화이트와인
9.9,15.2,3.19,화이트와인
10.1,1.3,3.38,화이트와인
9.5,1.8,3.25,화이트와인
10.5,1.6,3.05,화이트와인
10.4,1.3,3.29,화이트와인
9.5,9.8,3.31,화이트와인
9.2,17.45,3.05,화이트와인
10.1,2.1,3.05,화이트와인
9.8,1.8,3.15,화이트와인
9.4,6.8,3.09,화이트와인
9.4,7.1,3.09,화이트와인
10.4,1.3,3.31,화이트와인
11.3,3.3,3.34,화이트와인
10.8,3.3,3.42,화이트와인
11.3,3.3,3.34,화이트와인
9.3,2.7,3.32,화이트와인
10.3,1.2,3.37,화이트와인
10.5,1.3,3.08,화이트와인
10.3,1.4,3.11,화이트와인
11.2,1.7,3.24,화이트와인
10.3,1.7,3.15,화이트와인
9.5,11.6,3.19,화이트와인
8.9,12.6,3.66,화이트와인
10.2,2.8,3.03,화이트와인
9.2,11.2,2.98,화이트와인
10.3,1.4,3.11,화이트와인
10.5,1.4,2.95,화이트와인
9.5,1.5,3.21,화이트와인
11.4,1.5,3.11,화이트와인
11.4,1.5,3.11,화이트와인
11.1,7.05,3.25,화이트와인
10.5,10.6,3.13,화이트와인
12,2.8,3.51,화이트와인
9.7,1.6,3.38,화이트와인
10.2,1.6,3.32,화이트와인
9.5,8.2,3.09,화이트와인
10.4,1.5,3.41,화이트와인
9.3,11,3.19,화이트와인
10.5,2.1,3.48,화이트와인
10,7.6,3.35,화이트와인
10.2,6.8,3.49,화이트와인
10.2,6.8,3.49,화이트와인
9.1,10.6,2.87,화이트와인
10.2,1.8,3.16,화이트와인
10.7,1.5,3.54,화이트와인
9.7,6,3.21,화이트와인
9.3,5.3,3.37,화이트와인
11,1.4,3.05,화이트와인
10.8,2.1,3.22,화이트와인
10.7,1,3.01,화이트와인
10.7,5.2,3.24,화이트와인
8.8,19.45,2.95,화이트와인
10.9,1.6,3.16,화이트와인
10.5,2,3.14,화이트와인
10,1.3,3.29,화이트와인
10.4,1.7,3.07,화이트와인
9.2,1.1,3.03,화이트와인
12.6,4.7,3.31,화이트와인
9,7.5,3.1,화이트와인
9.2,1.1,3.03,화이트와인
11.3,1.3,2.99,화이트와인
10.3,2.2,3.12,화이트와인
10.4,1.7,3.07,화이트와인
10,2.2,2.96,화이트와인
10.7,1.2,3.51,화이트와인
9,10,3.41,화이트와인
10.7,1.2,3.51,화이트와인
8.7,1.1,3.3,화이트와인
11.6,2,3.09,화이트와인
9.4,7.5,3.34,화이트와인
9.5,4,3.31,화이트와인
9.5,4.1,3.3,화이트와인
10.9,1.9,3.37,화이트와인
9.7,14.8,3.22,화이트와인
9.1,5.5,3.08,화이트와인
11.1,2.6,3.1,화이트와인
12.6,6.35,2.96,화이트와인
11,1.5,3.35,화이트와인
11.3,1.6,3,화이트와인
9.7,14.8,3.22,화이트와인
10.9,9.1,2.96,화이트와인
10.9,8,2.97,화이트와인
9.3,12,3.17,화이트와인
12.7,3.2,3.22,화이트와인
10.1,7.7,3.37,화이트와인
10,1.3,3.18,화이트와인
9.8,16.3,3.49,화이트와인
10.1,6.2,3.29,화이트와인
9,4.7,3.43,화이트와인
9.4,5.8,3.28,화이트와인
9.4,5.8,3.28,화이트와인
9.2,16.95,3.03,화이트와인
10.1,5.1,3.36,화이트와인
8.6,10.2,3.06,화이트와인
11.2,3.8,3.55,화이트와인
11.2,1.3,3.17,화이트와인
9.2,16.95,3.03,화이트와인
10.6,4,3.19,화이트와인
9.3,17.1,3.01,화이트와인
8.9,14.5,3.05,화이트와인
10.6,1.2,3.42,화이트와인
10.6,6.7,3.1,화이트와인
8.8,8.4,3.09,화이트와인
11,1.3,3.59,화이트와인
10.2,8.8,3.32,화이트와인
10.1,5.1,3.36,화이트와인
10.1,10.6,3.31,화이트와인
14,2.6,3.39,화이트와인
9.4,5.8,3.28,화이트와인
11.8,2.8,3.27,화이트와인
11.4,1.6,3.44,화이트와인
10.7,6.7,3.12,화이트와인
8.6,10.2,3.06,화이트와인
11.5,4.9,3.51,화이트와인
11.2,3.8,3.55,화이트와인
12.6,2,3.3,화이트와인
12.6,1.7,3.21,화이트와인
9.3,2.4,3.04,화이트와인
12.6,2,3.3,화이트와인
12.1,1.3,3.06,화이트와인
9.9,12,3.52,화이트와인
10.7,1.6,3.28,화이트와인
10,1.4,3.26,화이트와인
10.4,2.2,3.13,화이트와인
10.5,1.4,3.29,화이트와인
9.7,8.3,3.31,화이트와인
10.5,1.4,3.29,화이트와인
9,12.9,3.28,화이트와인
9.2,12.4,3.54,화이트와인
10.1,1.6,3.17,화이트와인
11.4,1.45,3.35,화이트와인
10.8,1.6,2.93,화이트와인
10.9,1.5,2.96,화이트와인
9.2,13,3.2,화이트와인
12.9,1.95,3.12,화이트와인
12,5.85,3.23,화이트와인
9.5,1.3,3.27,화이트와인
11.8,5.3,3.06,화이트와인
9.1,1.2,3.19,화이트와인
9.7,4,3.2,화이트와인
9.1,14.35,3.17,화이트와인
10,2.3,2.99,화이트와인
10.4,4.7,3.25,화이트와인
9.5,12.85,3.44,화이트와인
12.3,5.2,3.4,화이트와인
11.7,8.4,3.42,화이트와인
9.5,3.2,3.14,화이트와인
11.5,6.9,2.99,화이트와인
10.6,1,3.14,화이트와인
10.2,7.3,3.17,화이트와인
9.5,3.2,3.14,화이트와인
10.5,1.6,3.25,화이트와인
10.5,1.5,3.26,화이트와인
8.9,7.5,3.14,화이트와인
10.6,1.1,3.03,화이트와인
9.5,1.3,3.17,화이트와인
10.8,5.7,3.2,화이트와인
9.5,7.2,3.14,화이트와인
8.9,7.6,3.13,화이트와인
8.9,7.5,3.14,화이트와인
9.4,1.3,3.31,화이트와인
10.6,1.3,3.5,화이트와인
9,4.8,3.47,화이트와인
10.5,2.1,3.42,화이트와인
9,16.85,3.16,화이트와인
9,16.85,3.16,화이트와인
9.4,4.1,3.27,화이트와인
9,16.85,3.16,화이트와인
9.6,1.3,3.29,화이트와인
9,16.85,3.16,화이트와인
10.2,7.4,3.15,화이트와인
9.4,4.1,3.27,화이트와인
10.4,0.9,3.07,화이트와인
10.4,6.3,3.52,화이트와인
9.5,0.8,3.23,화이트와인
10.6,1.4,3.22,화이트와인
11,1,3.21,화이트와인
9.6,1.3,3.29,화이트와인
9.9,4.5,3.38,화이트와인
9.6,5.4,3.14,화이트와인
12.8,1.9,3.01,화이트와인
11.4,2,3.42,화이트와인
10,12.7,3.41,화이트와인
9.1,8.6,3,화이트와인
9.4,11.1,3.36,화이트와인
10.2,2,3.46,화이트와인
9.2,2.8,2.97,화이트와인
9.4,4.5,3.23,화이트와인
9.6,5.4,3.14,화이트와인
10.1,9.1,3.12,화이트와인
11.4,2,3.42,화이트와인
10.6,2.2,3.21,화이트와인
12.8,4.1,3.18,화이트와인
8.9,11.8,3.12,화이트와인
9.3,1.2,3.09,화이트와인
11.1,2.2,3.25,화이트와인
9.9,1.4,3.13,화이트와인
9.6,1.6,3.1,화이트와인
12.8,1.9,3.01,화이트와인
10.7,5.2,3.16,화이트와인
9.2,14.45,2.96,화이트와인
9.1,14.75,3.36,화이트와인
9.6,8.3,3.33,화이트와인
9.2,14.2,3.03,화이트와인
10.7,5.2,3.16,화이트와인
9.1,14.75,3.36,화이트와인
9.2,14.45,2.96,화이트와인
10.7,6.9,3,화이트와인
10.8,1.5,3.3,화이트와인
10.8,1.5,3.3,화이트와인
9,7.8,3.1,화이트와인
10.7,1.5,3.48,화이트와인
10.7,1.5,3.48,화이트와인
9.4,1.5,3.19,화이트와인
8.8,15.55,2.94,화이트와인
9,7.8,3.1,화이트와인
11.5,1.7,3.42,화이트와인
12.5,1.5,3.23,화이트와인
10.5,1,2.96,화이트와인
9.7,6.7,3.29,화이트와인
11.3,1.6,3.23,화이트와인
10.7,1.5,3.48,화이트와인
10.8,1.2,2.74,화이트와인
10.6,7.1,3.17,화이트와인
11.7,1,3.04,화이트와인
9.2,12.1,2.94,화이트와인
11.1,7.1,3.02,화이트와인
11.7,1,3.04,화이트와인
11,1.15,3.33,화이트와인
12.5,6,3.51,화이트와인
10,1.2,3.16,화이트와인
10.6,7.1,3.17,화이트와인
12.3,2.3,3.26,화이트와인
12.7,3.4,3.14,화이트와인
12.3,2.3,3.26,화이트와인
10.5,6.5,3.1,화이트와인
12.5,1.2,3.23,화이트와인
12.4,1.15,3.2,화이트와인
8.7,13,3.06,화이트와인
12.4,4.5,3.17,화이트와인
12.6,5.85,3.16,화이트와인
11,5.2,3.38,화이트와인
10.1,1.3,3.42,화이트와인
10.5,1.7,3.03,화이트와인
12.7,3.4,3.14,화이트와인
10.9,3.6,3.17,화이트와인
13.5,2.7,3.07,화이트와인
9.7,2.2,3.19,화이트와인
9.2,1.8,3.45,화이트와인
10.6,2.1,3.4,화이트와인
13.3,6.6,2.98,화이트와인
13.5,2.7,3.07,화이트와인
10.1,5.1,3.29,화이트와인
9.4,17.55,2.92,화이트와인
10.6,5.2,3.18,화이트와인
11.3,1.1,3.25,화이트와인
10.8,1.1,3.32,화이트와인
10.4,10.7,3.15,화이트와인
10.5,5.15,3.82,화이트와인
9.3,1.1,3.13,화이트와인
9.3,1.1,3.12,화이트와인
12.2,1.8,3.29,화이트와인
9.2,1,3.08,화이트와인
10.3,1.8,3.81,화이트와인
9.4,1.4,3.33,화이트와인
10.2,6.7,3.28,화이트와인
9,6.8,3.08,화이트와인
9.3,6.8,3.06,화이트와인
9.2,7.1,3.06,화이트와인
9.4,1.5,3.32,화이트와인
9.4,1.4,3.33,화이트와인
9.5,1.45,2.92,화이트와인
9.9,1.2,3.46,화이트와인
11.1,7.4,3.46,화이트와인
12.3,4.2,2.99,화이트와인
8.6,14.6,3.21,화이트와인
9.4,10.5,3.04,화이트와인
9.4,13.8,3.07,화이트와인
8.6,14.6,3.21,화이트와인
10.9,1.1,3.21,화이트와인
9.4,5.3,3.2,화이트와인
10.9,1.1,3.21,화이트와인
9.4,13.8,3.07,화이트와인
9.2,1.5,3.22,화이트와인
8.6,14.6,3.21,화이트와인
9.4,10.5,3.04,화이트와인
10.8,4.9,3.33,화이트와인
10.5,1.9,3.29,화이트와인
12.5,1.7,3.02,화이트와인
12.1,1.8,2.99,화이트와인
8.7,10.7,3.02,화이트와인
12.7,8.8,3.07,화이트와인
12.1,1.8,2.99,화이트와인
12.5,1.7,3.02,화이트와인
11.4,1.8,3.06,화이트와인
12.9,1.6,3.02,화이트와인
12.8,1.4,3.15,화이트와인
11.2,1.6,3.38,화이트와인
9.7,1.5,3.14,화이트와인
9.7,9.2,3.04,화이트와인
10.3,1.1,3.5,화이트와인
11.6,4.3,3,화이트와인
11.6,4.2,3,화이트와인
9.7,9.2,3.04,화이트와인
10.9,5,3.32,화이트와인
12.6,6.8,3.19,화이트와인
12.4,5.2,3.3,화이트와인
11.5,4.75,2.96,화이트와인
10.2,5.9,2.93,화이트와인
11.4,7.7,3.22,화이트와인
9.6,6.4,3.3,화이트와인
10.3,8.1,3.05,화이트와인
9.3,17.35,2.95,화이트와인
10.7,1.8,3.33,화이트와인
12.8,1.8,3.13,화이트와인
9.5,1.5,2.98,화이트와인
10.4,1.6,3.02,화이트와인
10.3,1.6,3.02,화이트와인
9.9,13.5,3.46,화이트와인
10.7,3.75,3.23,화이트와인
10.5,1.3,2.94,화이트와인
9.6,1.3,3.08,화이트와인
9.3,6.2,3.15,화이트와인
10,9.7,3.1,화이트와인
11.2,2,3.04,화이트와인
10.8,1.4,3.32,화이트와인
10.3,1.1,3.54,화이트와인
8.8,6.6,3.03,화이트와인
12.8,1.5,3.04,화이트와인
13.2,4.6,3.23,화이트와인
10.1,0.9,3.54,화이트와인
11,1.7,3.44,화이트와인
10.8,1.3,3.25,화이트와인
12.8,2.3,3.2,화이트와인
9.2,6.8,3.12,화이트와인
10.5,1.5,3.12,화이트와인
11.7,1.2,3.37,화이트와인
9.5,2.1,2.85,화이트와인
9.5,2.2,2.85,화이트와인
8.8,8.8,3.4,화이트와인
9.3,17,3.15,화이트와인
12.6,1.8,3.09,화이트와인
12.4,1.2,3.21,화이트와인
10.1,2.3,3.65,화이트와인
11.2,7,3.26,화이트와인
10,6.4,3.29,화이트와인
10,6.4,3.29,화이트와인
10.8,12.15,2.99,화이트와인
10,0.8,3.27,화이트와인
10.4,2,3.04,화이트와인
10.8,12.15,2.99,화이트와인
9.8,12.4,3.51,화이트와인
12.2,1.9,3.26,화이트와인
12.7,1.1,3.39,화이트와인
12.2,6.2,3.21,화이트와인
11.9,6.3,3.15,화이트와인
11.2,7,3.26,화이트와인
10.4,0.9,2.96,화이트와인
12.8,3.9,3.29,화이트와인
12.7,3.9,3.28,화이트와인
10.1,2.3,3.65,화이트와인
10,6.4,3.29,화이트와인
9,1.8,3.43,화이트와인
11.4,1.1,2.92,화이트와인
8.9,15.4,3.32,화이트와인
9.3,6.5,3.15,화이트와인
12,2.4,3.28,화이트와인
10.8,1.4,3.36,화이트와인
10.5,5.7,3.52,화이트와인
10.6,5.7,3.59,화이트와인
11.3,1.4,3.19,화이트와인
9.5,1.4,3.22,화이트와인
11.4,1.1,2.92,화이트와인
10.1,1.2,3.33,화이트와인
10.9,0.9,3.25,화이트와인
8.9,3.8,3.15,화이트와인
8.9,15.4,3.32,화이트와인
9.3,14.15,2.9,화이트와인
10.4,1.9,3.25,화이트와인
12,9.2,3.1,화이트와인
9.5,8.2,2.87,화이트와인
9.5,8.2,2.87,화이트와인
12.4,2.7,3.14,화이트와인
11.2,1.7,3.28,화이트와인
11.4,1.7,3.15,화이트와인
11.4,1.7,3.16,화이트와인
11.1,1.6,3.35,화이트와인
10.4,0.9,3.1,화이트와인
12,8.5,3.38,화이트와인
12.3,5.7,3.54,화이트와인
9.1,3.1,3.12,화이트와인
10.5,1.3,3.24,화이트와인
11.4,1.6,3.23,화이트와인
9.5,1.3,3.77,화이트와인
13.7,4.5,3.42,화이트와인
13.4,2.8,3.28,화이트와인
11.3,1.2,3.2,화이트와인
10,0.9,3.06,화이트와인
10.1,7.4,3.49,화이트와인
12.2,1.4,3.26,화이트와인
13.4,2.8,3.28,화이트와인
9.3,4.6,3.31,화이트와인
13.7,4.5,3.42,화이트와인
12.3,1.6,3.09,화이트와인
11.3,1.2,3.2,화이트와인
8.9,13.1,3.04,화이트와인
8.9,13.1,3.04,화이트와인
11.5,5.7,3.19,화이트와인
8.9,13.1,3.04,화이트와인
9.3,12.6,3.17,화이트와인
11.1,5.4,3.3,화이트와인
10.9,2.2,3.34,화이트와인
11.6,6.6,2.9,화이트와인
10.2,6.9,3.15,화이트와인
10.5,6.8,3.01,화이트와인
11.4,3.6,2.91,화이트와인
8.9,13.1,3.04,화이트와인
10.6,1.2,3.14,화이트와인
11.6,5.9,3.31,화이트와인
11.5,5.7,3.19,화이트와인
12.3,4.1,3.25,화이트와인
10.8,7.1,3.14,화이트와인
11.3,1.4,3.29,화이트와인
9.3,0.8,3.36,화이트와인
10,1.3,3.36,화이트와인
11,15.55,3.04,화이트와인
10.2,1,3.13,화이트와인
10.8,1.6,3.07,화이트와인
10.1,11.8,3.1,화이트와인
11.6,4.5,3.27,화이트와인
9.1,1.1,3.32,화이트와인
10,10,3.06,화이트와인
10.8,7.1,3.14,화이트와인
11.4,0.9,3.25,화이트와인
12.7,1,3.05,화이트와인
11.3,1.1,3.13,화이트와인
10.4,1.1,3,화이트와인
9.6,1.5,3.3,화이트와인
10.1,1,3,화이트와인
9.6,1.5,3.3,화이트와인
12.1,2.9,3.1,화이트와인
12.2,1.2,3.07,화이트와인
11.3,1.1,3.13,화이트와인
9.6,14.2,3.17,화이트와인
9.2,17.85,2.99,화이트와인
10.4,1.1,3,화이트와인
9.5,7.1,3.23,화이트와인
8.9,7.6,3.16,화이트와인
8.8,13.6,3.03,화이트와인
10.5,1.4,3.16,화이트와인
9.4,1.2,3.08,화이트와인
12.2,5.3,3.24,화이트와인
11.3,13,3.14,화이트와인
12.2,4.45,3.25,화이트와인
12.2,1.2,3.38,화이트와인
11.2,1.2,3.23,화이트와인
11.2,1.2,3.23,화이트와인
11.5,6.6,3.2,화이트와인
11.3,13,3.14,화이트와인
9.3,1.1,3.01,화이트와인
11.3,13,3.14,화이트와인
11.8,14,3.14,화이트와인
9.2,19.8,2.99,화이트와인
9.2,11.2,3,화이트와인
12.2,1.2,3.38,화이트와인
12.2,4.45,3.25,화이트와인
12.2,2.7,3.31,화이트와인
10.6,4.5,3.24,화이트와인
12.4,3.6,3.28,화이트와인
10.8,5.4,3.56,화이트와인
11.2,1.2,3.23,화이트와인
11,1.2,3.06,화이트와인
12.7,9.1,3.16,화이트와인
10.2,0.8,3.46,화이트와인
11.5,6.6,3.2,화이트와인
12.3,3,3.13,화이트와인
9.8,1.6,3.19,화이트와인
9.3,1.1,3.01,화이트와인
11.8,14,3.14,화이트와인
11.3,13,3.14,화이트와인
11.4,1.35,3.15,화이트와인
10.8,5.9,3.21,화이트와인
9.5,3.6,2.99,화이트와인
10.2,1.3,3.46,화이트와인
10.7,8.7,3.22,화이트와인
10.8,1.2,3.05,화이트와인
11.5,4.6,2.99,화이트와인
10.7,2,3.32,화이트와인
10.2,1.3,3.46,화이트와인
10.1,1.7,3.37,화이트와인
10.4,2.4,3.62,화이트와인
9.5,3.6,2.99,화이트와인
9.1,4.6,3.14,화이트와인
10.6,1.5,2.98,화이트와인
9.4,0.9,3.3,화이트와인
9.8,19.4,3.51,화이트와인
9.5,13.3,3.18,화이트와인
9.3,17.85,2.99,화이트와인
10.3,1.1,3.55,화이트와인
11.1,1.3,3.06,화이트와인
10,9.4,3.14,화이트와인
12.3,9,3.13,화이트와인
12.4,8.65,3.14,화이트와인
12.3,9.6,3.13,화이트와인
10.4,1.1,3.41,화이트와인
12.1,1.2,3.13,화이트와인
12.5,1.8,3.16,화이트와인
13,2.1,3.22,화이트와인
11,9.3,2.99,화이트와인
10.1,1.7,3.05,화이트와인
9.2,1.2,3.13,화이트와인
12.6,4.6,3.27,화이트와인
12.2,12.8,3.26,화이트와인
9.8,1.5,3.04,화이트와인
11,8.1,3.1,화이트와인
10,7.5,3.22,화이트와인
9.8,14.5,3.55,화이트와인
10.5,1.6,3.16,화이트와인
10,1.8,3.23,화이트와인
11.2,3.2,3.02,화이트와인
11,9.4,2.99,화이트와인
11.2,9.9,3.01,화이트와인
11,9.3,2.99,화이트와인
10.5,1.3,3.14,화이트와인
10.6,9.6,3.02,화이트와인
10.6,9.3,3.02,화이트와인
12,7.8,3.04,화이트와인
10.1,1.7,3.05,화이트와인
10.1,1.7,3.05,화이트와인
9.2,1.2,3.13,화이트와인
11,1.4,3.25,화이트와인
10,9,3.34,화이트와인
8.7,18.15,3.28,화이트와인
8.7,12.5,3.04,화이트와인
11.1,1.1,3.15,화이트와인
11,7.7,3.04,화이트와인
11.1,1.1,3.15,화이트와인
8.7,18.15,3.28,화이트와인
8.7,12.5,3.04,화이트와인
11.2,8.1,3.1,화이트와인
11.1,7.7,3.14,화이트와인
10.8,5,3.24,화이트와인
9,15.6,3.38,화이트와인
10.3,1.5,3.03,화이트와인
9.9,1,2.91,화이트와인
10,1,3.13,화이트와인
9.8,1,3.21,화이트와인
10.8,5,3.24,화이트와인
9,15.6,3.38,화이트와인
9.1,0.8,3.16,화이트와인
10.6,1.3,3.23,화이트와인
10.6,1.1,3.2,화이트와인
9.9,1,2.91,화이트와인
10.6,5.2,3.18,화이트와인
9.9,4.7,3.13,화이트와인
9.9,4.8,3.12,화이트와인
12.8,1.8,3.34,화이트와인
10.3,1.5,3.03,화이트와인
10.6,5.2,3.18,화이트와인
8.7,1.2,3.09,화이트와인
12.6,1.8,3.32,화이트와인
11,7.6,3.43,화이트와인
11.2,8.2,3.29,화이트와인
10.7,1.3,3.45,화이트와인
9.6,10,3.08,화이트와인
10.6,5.2,3.18,화이트와인
9,6.4,3.27,화이트와인
10.5,1,2.96,화이트와인
12.8,1.8,3.29,화이트와인
10.1,2,3.15,화이트와인
12.2,1.5,3.3,화이트와인
12.8,1.8,3.29,화이트와인
10.1,2,3.15,화이트와인
10.1,3.5,3.14,화이트와인
9.2,18.05,3.06,화이트와인
9.9,1.8,3.33,화이트와인
9.7,8.2,3.52,화이트와인
9.9,5,3.21,화이트와인
9.9,4.6,3.21,화이트와인
9.7,8.2,3.52,화이트와인
10.3,7,3.54,화이트와인
10.3,3.1,3.16,화이트와인
10.5,8.8,2.88,화이트와인
10.5,2.4,3.63,화이트와인
9.8,1.4,3.32,화이트와인
10.6,1.8,3.31,화이트와인
10.1,11.9,3.58,화이트와인
9,13.4,3.22,화이트와인
9.5,15.4,3.18,화이트와인
11.5,7.2,2.94,화이트와인
11.9,7.4,3.03,화이트와인
10.1,11.9,3.58,화이트와인
9.2,7.8,3.21,화이트와인
8.7,13.5,3.02,화이트와인
9.8,1.3,3.11,화이트와인
9.2,7.8,3.21,화이트와인
8.7,13.5,3.02,화이트와인
11.2,1.5,3.35,화이트와인
12.3,1.2,3.08,화이트와인
10.4,6.4,3.34,화이트와인
10.7,1.2,3.13,화이트와인
10.5,7.3,3.13,화이트와인
9.4,3.8,2.95,화이트와인
9.2,7.3,3.24,화이트와인
11.9,2.7,3.15,화이트와인
9.2,7.3,3.24,화이트와인
9.9,1.4,3.27,화이트와인
11.4,1.6,3.11,화이트와인
9.4,3.8,2.95,화이트와인
10.7,8,3.08,화이트와인
12.7,4.7,3.28,화이트와인
13.5,1.9,3.32,화이트와인
9.5,2.8,3.24,화이트와인
12.9,2.2,3.37,화이트와인
12.5,1.7,3.07,화이트와인
9.5,4.9,3.34,화이트와인
8.6,23.5,2.98,화이트와인
10,11.8,3.09,화이트와인
12.5,1.7,3.07,화이트와인
10.1,5.2,3.12,화이트와인
11.3,3.2,3.03,화이트와인
10.6,1.5,3.26,화이트와인
10.8,11.7,3.14,화이트와인
10.7,1.6,3.4,화이트와인
9,7.3,3.09,화이트와인
9.2,1.6,3.22,화이트와인
8.5,13.3,3.14,화이트와인
11.3,6,3.41,화이트와인
11.3,3.2,3.03,화이트와인
9.4,1.6,3.13,화이트와인
8.7,7.7,3.11,화이트와인
9.4,5.9,3.36,화이트와인
10.5,1,3.09,화이트와인
9.7,6.4,3.38,화이트와인
10.2,10.4,3.31,화이트와인
9.4,1.6,3.13,화이트와인
11.5,3.5,3.19,화이트와인
9.6,7.7,2.94,화이트와인
11.4,1.8,3.23,화이트와인
11.5,3.5,3.19,화이트와인
12.2,6.5,3.41,화이트와인
11,6.7,3.2,화이트와인
9.2,16.8,3.03,화이트와인
10.2,1.6,3.26,화이트와인
10,7,3.21,화이트와인
9.7,1.2,3.13,화이트와인
9.2,13,2.96,화이트와인
10.5,3.8,3.1,화이트와인
10,7,3.21,화이트와인
10.1,7.5,3.27,화이트와인
9.1,15.55,3.42,화이트와인
10.2,12.3,3.09,화이트와인
9.1,15.55,3.42,화이트와인
10.5,9.4,3.17,화이트와인
10.1,7.5,3.27,화이트와인
12.1,1.2,3.05,화이트와인
10.2,1.6,3.4,화이트와인
9.4,1.6,3.65,화이트와인
12.8,3.95,3.08,화이트와인
9,12.8,3.12,화이트와인
10.9,1,3.24,화이트와인
8.8,31.6,3.15,화이트와인
9,7.4,3.11,화이트와인
10.2,1.3,3.09,화이트와인
9.2,1.1,3.19,화이트와인
11.3,7.8,3.26,화이트와인
8.8,7.7,3.12,화이트와인
9.3,7.7,3.16,화이트와인
9.4,7.8,3.17,화이트와인
10.3,8.3,3.23,화이트와인
10.8,1.4,2.92,화이트와인
8.8,31.6,3.15,화이트와인
9,15.4,3.27,화이트와인
11.5,1,3.41,화이트와인
10.8,1,3.25,화이트와인
11.8,5.9,2.95,화이트와인
10.5,1.2,3.12,화이트와인
9.9,1.2,3.14,화이트와인
9.8,6.7,3.2,화이트와인
11.4,6.5,3.4,화이트와인
9.3,4.8,3.2,화이트와인
9.3,5.3,3.2,화이트와인
10.3,8.9,3.3,화이트와인
8.9,8.8,3.17,화이트와인
11.4,6.5,3.4,화이트와인
11.1,1.8,3.11,화이트와인
10.4,6.6,3.36,화이트와인
10.1,5.7,3.33,화이트와인
9,18.35,3.22,화이트와인
11.9,10,3.74,화이트와인
9,14.4,3.12,화이트와인
9,14.4,3.12,화이트와인
9.1,17.85,3.06,화이트와인
9,14.4,3.12,화이트와인
10,9.4,3.46,화이트와인
9.1,17.85,3.06,화이트와인
9.4,1.55,3.55,화이트와인
11.4,1.3,3.27,화이트와인
9.7,1.5,3.11,화이트와인
9,14.4,3.12,화이트와인
11.8,4.2,3.28,화이트와인
